,OUTPUT_FILE,ID,LOOP_NAME,LINK,TAGS,BPM,KEY,DESCRIPTION
149,kalokidd-groovy-bassline.mp3,18244,Groovy Bassline,http://www.looperman.com/media/loops/988492/looperman-l-0988492-0089108-kalokidd-groovy-bassline.mp3,"140 bpm,Hip Hop Loops,Bass Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Made with Sylenth. In the Key of Cminor Enjoy!
"
150,cg5music-breakn-a-sweat-skrillex-remake.mp3,18639,Breakn A Sweat Skrillex Remake,http://www.looperman.com/media/loops/1024367/looperman-l-1024367-0086075-cg5music-breakn-a-sweat-skrillex-remake.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : E",140,E,"
	Description : Ive been really getting into this remake thing lately.
"
151,minor2go-synth-power-feelings-2.mp3,3578,Synth Power - Feelings 2,http://www.looperman.com/media/loops/159051/looperman-l-0159051-0190515-minor2go-synth-power-feelings-2.mp3,"140 bpm,Trance Loops,Synth Loops,2.31 MB,wav,Key : F,Audition",140,F,"
	Description : Contact me only via Instagram or Facebook please!
Share your music with me. Just leave a link.
CUSTOM LOOPS? Infos on my profile page. (Click on my profile picture)
"
152,nickmarshall-melody-2.mp3,14181,Melody 2,http://www.looperman.com/media/loops/739799/looperman-l-0739799-0062453-nickmarshall-melody-2.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : any genre
"
153,cordial-keys-140-am.mp3,17106,Cordial Keys - 140 - Am,http://www.looperman.com/media/loops/911223/looperman-l-0911223-0185825-cordial-keys-140-am.mp3,"140 bpm,Chill Out Loops,Rhodes Piano Loops,2.31 MB,wav,Key : Am,FL Studio",140,Am,"
	Description : KEY: A-min
TEMPO: 140bpm
Massive
"
154,endreendre-fresh-dubstep-pad.mp3,14717,FRESH DUBSTEP PAD,http://www.looperman.com/media/loops/768192/looperman-l-0768192-0062392-endreendre-fresh-dubstep-pad.mp3,"140 bpm,Dubstep Loops,Pad Loops,2.51 MB,wav,Key : Unknown",140,Unknown,"
	Description : Loop 5 of my new loop pack!
"
155,shadows-and-pianos.mp3,12282,Shadows And Pianos,http://www.looperman.com/media/loops/598882/looperman-l-0598882-0136145-shadows-and-pianos.mp3,"140 bpm,Hip Hop Loops,Piano Loops,2.31 MB,wav,Key : C#",140,C#,"
	Description : C#m for this piano piece.
Chord progression is C#m, F#m .
Id love to hear what you make with it.
"
156,thethclovesme-whatever-you-want-it-to-be.mp3,13566,Whatever You Want It To Be,http://www.looperman.com/media/loops/689594/looperman-l-0689594-0070955-thethclovesme-whatever-you-want-it-to-be.mp3,"140 bpm,Dubstep Loops,Bass Loops,2.31 MB,wav,Key : A#",140,A#,"
	Description : Its what eva man. Just show me what you make!
"
157,bgm-inspiration.mp3,18292,BGM INSPIRATION,http://www.looperman.com/media/loops/997272/looperman-l-0997272-0130878-bgm-inspiration.mp3,"140 bpm,Cinematic Loops,Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : feel free to use this on your projects.
"
158,beverly-hills-bells.mp3,20816,BEVERLY HILLS BELLS,http://www.looperman.com/media/loops/2837417/looperman-l-2837417-0136624-beverly-hills-bells.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : C",140,C,"
	Description : Free loop for u guys!
"
159,mariosh-trap-bangers.mp3,15870,Trap Bangers,http://www.looperman.com/media/loops/840075/looperman-l-0840075-0077659-mariosh-trap-bangers.mp3,"140 bpm,Trap Loops,Drum Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : From a project that never came to life
"
160,arcanethegreat-asian-voice-chop-140-bpm.mp3,3274,Asian Voice Chop 140 Bpm,http://www.looperman.com/media/loops/145783/looperman-l-0145783-0127017-arcanethegreat-asian-voice-chop-140-bpm.mp3,"140 bpm,Trap Loops,Vocal Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Asian Voice Chop 140 bpm
"
161,lil-pump-x-smokepurpp-x-logic-type.mp3,22739,Lil Pump X Smokepurpp X Logic Type,http://www.looperman.com/media/loops/2927527/looperman-l-2927527-0151379-lil-pump-x-smokepurpp-x-logic-type.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : hope you like
"
162,travis-scott-spacey-bell-melody.mp3,24573,Travis Scott Spacey Bell Melody,http://www.looperman.com/media/loops/3009609/looperman-l-3009609-0154687-travis-scott-spacey-bell-melody.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Description : Royalty free sample! Comment a link to your work so I can listen to your banger!
Travis Scott type melody loop made in Harmor with the ""Melodic Bell"" preset.
Click My picture to go to my profile:
There you will find information on how to request custom loops!
"
163,dark-21-savage-x-big-sean-type-bells.mp3,20222,Dark 21 Savage X Big Sean Type Bells,http://www.looperman.com/media/loops/2815745/looperman-l-2815745-0170650-dark-21-savage-x-big-sean-type-bells.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : Unknown,Logic Pro",140,Unknown,"
	Description : found some stock weird arp, halftimed it essentially. you can go a few directions with it, drop links if you used it.
"
164,piano-melody-progression-b1.mp3,8194,Piano Melody Progression - B1,http://www.looperman.com/media/loops/340535/looperman-l-0340535-0144546-piano-melody-progression-b1.mp3,"140 bpm,EDM Loops,Piano Loops,2.31 MB,wav,Key : C",140,C,"
	Description : If you like this loop, check out my profile for more tracks! If you use any of my loops, let me know what you come up with! ~ Peace
"
165,extremely-sad-piano.mp3,22410,Extremely Sad Piano,http://www.looperman.com/media/loops/2913017/looperman-l-2913017-0141672-extremely-sad-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : D",140,D,"
	Description : This is an extremely sad piano made on Fl studio 20 i would appreciate if you put the link to the beat you made with it in the comments ty C:
"
166,jawshoeah-thor-synth-wobble-2-from-i-just-wanna-dub-you.mp3,12310,Thor Synth Wobble 2 From I Just Wanna Dub You,http://www.looperman.com/media/loops/600309/looperman-l-0600309-0047723-jawshoeah-thor-synth-wobble-2-from-i-just-wanna-dub-you.mp3,"140 bpm,Dubstep Loops,Bass Loops,2.30 MB,wav,Key : Unknown",140,Unknown,"
	Description :
"
167,lil-yachty-type-bells-happy-every-day.mp3,24727,Lil Yachty Type Bells - Happy Every Day,http://www.looperman.com/media/loops/3015730/looperman-l-3015730-0151104-lil-yachty-type-bells-happy-every-day.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : C#,FL Studio",140,C#,"
	Description : Yes, the title is a shot at Joe Budden. Thanks for not noticing.
Link me what you make :)
"
168,devil-inside-piano.mp3,23087,Devil Inside Piano,http://www.looperman.com/media/loops/2946117/looperman-l-2946117-0146376-devil-inside-piano.mp3,"140 bpm,Electronic Loops,Piano Loops,2.31 MB,wav,Key : C,FL Studio",140,C,"
	Description : Piano Soft
"
169,scraped-piano-melody.mp3,24840,Scraped Piano Melody,http://www.looperman.com/media/loops/3022366/looperman-l-3022366-0190272-scraped-piano-melody.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : hope usable. please link your work, this can be used for profit :)
"
170,kalimba-half-timed-yung-bans-style.mp3,21246,Kalimba Half Timed Yung Bans Style,http://www.looperman.com/media/loops/2855007/looperman-l-2855007-0170920-kalimba-half-timed-yung-bans-style.mp3,"140 bpm,Trap Loops,Synth Loops,2.31 MB,wav,Key : Bm,Logic Pro",140,Bm,"
	Description : nice kalimba progression. please link what you make in the comments  wouldnt mind the credit ;) message me for collaborations on instagram or email down to collab with anyone :)
"
171,ksilvatheboss-hip-hop-dubstep-trap-harp.mp3,16014,HIP HOP DUBSTEP TRAP HARP,http://www.looperman.com/media/loops/843620/looperman-l-0843620-0065183-ksilvatheboss-hip-hop-dubstep-trap-harp.mp3,"140 bpm,Hip Hop Loops,Harpsichord Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : HIP HOP DUBSTEP TRAP HARP VERY SMOOTH & CHILL ENJOY
"
172,theillgorilla-jphelpz-darkstep-bass.mp3,16422,JPhelpz Darkstep Bass,http://www.looperman.com/media/loops/865296/looperman-l-0865296-0082613-theillgorilla-jphelpz-darkstep-bass.mp3,"140 bpm,Dubstep Loops,Bass Synth Loops,2.31 MB,wav,Key : C",140,C,"
	Description : Got a mean JPhelpz feel off of this synth. Starts at C and rises four semitone
"
173,dusty-microtonal-keys.mp3,20267,Dusty Microtonal Keys,http://www.looperman.com/media/loops/2816015/looperman-l-2816015-0134663-dusty-microtonal-keys.mp3,"140 bpm,Trance Loops,Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : A crispy key sequence that makes Western ears bleed.
"
174,mellow-days.mp3,24659,Mellow Days,http://www.looperman.com/media/loops/3012946/looperman-l-3012946-0152723-mellow-days.mp3,"140 bpm,Hip Hop Loops,Piano Loops,2.31 MB,wav,Key : F,FL Studio",140,F,"
	Description : Sweet piano melody I made last night its really a relaxed and soothing vibe, Reverse it for a more flowful beat.
"
175,western.mp3,12864,Western,http://www.looperman.com/media/loops/641036/looperman-l-0641036-0129114-western.mp3,"140 bpm,Chill Out Loops,Guitar Electric Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Messing around with more Omnisphere sounds
"
176,wavy-old-organ-1.mp3,22569,Wavy Old Organ 1,http://www.looperman.com/media/loops/2921269/looperman-l-2921269-0194217-wavy-old-organ-1.mp3,"140 bpm,Trap Loops,Organ Loops,2.31 MB,wav,Key : A#m,Ableton Live",140,A#m,"
	Description : Wavy Old Organ in B flat minor.
"
177,djsebastyan-lost-in-space.mp3,1697,Lost In Space ,http://www.looperman.com/media/loops/81820/looperman-l-0081820-0021061-djsebastyan-lost-in-space.mp3,"140 bpm,Trance Loops,Pad Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description :
"
178,flet-flet.mp3,23955,Flet Flet,http://www.looperman.com/media/loops/2980739/looperman-l-2980739-0179905-flet-flet.mp3,"140 bpm,Hip Hop Loops,Flute Loops,2.31 MB,wav,Key : E,FL Studio",140,E,"
	Description : Let me know what you did with this in the comments.
leave the link, thanks
Click on the profile picture to find out more
"
179,jdubz89-riddim-dubstep-synth-4.mp3,5268,Riddim Dubstep Synth 4,http://www.looperman.com/media/loops/224205/looperman-l-0224205-0126089-jdubz89-riddim-dubstep-synth-4.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : F#",140,F#,"
	Description : And another one....
"
180,enzotic-scifi-drone-fx.mp3,15489,SciFi Drone FX,http://www.looperman.com/media/loops/817298/looperman-l-0817298-0094032-enzotic-scifi-drone-fx.mp3,"140 bpm,Electronic Loops,Fx Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : FM madness
"
181,ksilvatheboss-blackmill-type-pad.mp3,16008,BLACKMILL TYPE PAD,http://www.looperman.com/media/loops/843620/looperman-l-0843620-0065214-ksilvatheboss-blackmill-type-pad.mp3,"140 bpm,Dubstep Loops,Pad Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : BLACKMILL TYPE PAD VERY SPACEY & BASED - ENJOY
"
182,tjg-woods-wav-drop-1.mp3,10854,Woods Wav Drop 1,http://www.looperman.com/media/loops/494061/looperman-l-0494061-0083033-tjg-woods-wav-drop-1.mp3,"140 bpm,Dubstep Loops,Synth Loops,3.46 MB,wav,Key : Unknown",140,Unknown,"
	Description : A drop I guess you call it?
"
183,darkness-1-pad.mp3,25414,Darkness 1 Pad,http://www.looperman.com/media/loops/3056971/looperman-l-3056971-0164138-darkness-1-pad.mp3,"140 bpm,Hip Hop Loops,Pad Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Made w electrax
"
184,reflexaudiotech1-soft-lead.mp3,18722,Soft Lead,http://www.looperman.com/media/loops/1031881/looperman-l-1031881-0069715-reflexaudiotech1-soft-lead.mp3,"140 bpm,Chill Out Loops,Synth Loops,2.31 MB,wav,Key : G",140,G,"
	Description : Almost a woodwind sound, slight delay.
"
185,happy-rhodes-x-bells-fly.mp3,24715,Happy Rhodes X Bells - Fly,http://www.looperman.com/media/loops/3015730/looperman-l-3015730-0160691-happy-rhodes-x-bells-fly.mp3,"140 bpm,Chill Out Loops,Rhodes Piano Loops,2.31 MB,wav,Key : C,FL Studio",140,C,"
	Description : Drop some links!
"
186,bouncy-synth.mp3,24663,Bouncy Synth,http://www.looperman.com/media/loops/3014025/looperman-l-3014025-0193774-bouncy-synth.mp3,"140 bpm,Hip Hop Loops,Synth Loops,2.31 MB,wav,Key : G#m,FL Studio",140,G#m,"
	Description : Preset: Omnisphere Synth Bank
~ feel free to post the beat you made with this sample and leave some feedback
greetings Chvmpion
"
187,minor2go-forgotten-bells-insurgency.mp3,3600,Forgotten Bells - Insurgency,http://www.looperman.com/media/loops/159051/looperman-l-0159051-0189999-minor2go-forgotten-bells-insurgency.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : Fm,Audition",140,Fm,"
	Description : Contact me only via Instagram or Facebook please!
Share your music with me. Just leave a link.
CUSTOM LOOPS? Infos on my profile page. (Click on my profile picture)
"
188,some-synth.mp3,20076,Some Synth,http://www.looperman.com/media/loops/2810961/looperman-l-2810961-0137943-some-synth.mp3,"140 bpm,Electronic Loops,Synth Loops,2.31 MB,wav,Key : F",140,F,"
	Description : Made in FL Studio
"
189,thxu2.mp3,19527,Thxu2,http://www.looperman.com/media/loops/1079874/looperman-l-1079874-0152909-thxu2.mp3,"140 bpm,Hip Hop Loops,Synth Loops,2.31 MB,wav,Key : Unknown,Logic Pro",140,Unknown,"
	Description : she said bye good luck w ur life
i said
thxu2
chill
"
190,eos-rad-octavia.mp3,14542,RAD Octavia,http://www.looperman.com/media/loops/759206/looperman-l-0759206-0063007-eos-rad-octavia.mp3,"140 bpm,Dubstep Loops,Drum Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Skrillex himself would be proud. Threw together a bunch of samples and arranged them in GarageBand. Credit me if you like, but I love you enough for downloading this ^.^ Enjoy this hard beat
"
191,juice-wrld-x-polo-g-piano.mp3,23864,Juice Wrld X Polo G Piano,http://www.looperman.com/media/loops/2978218/looperman-l-2978218-0164742-juice-wrld-x-polo-g-piano.mp3,"140 bpm,Hip Hop Loops,Piano Loops,2.31 MB,wav,Key : C#,FL Studio",140,C#,"
	Description : Keyscape
"
193,sad-guitar.mp3,20522,SAD Guitar,http://www.looperman.com/media/loops/2828211/looperman-l-2828211-0191761-sad-guitar.mp3,"140 bpm,Trap Loops,Guitar Electric Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : so sad loop for you
"
196,purple.mp3,13969,Purple,http://www.looperman.com/media/loops/719547/looperman-l-0719547-0155284-purple.mp3,"140 bpm,Hip Hop Loops,Synth Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : I see colours when I make things
"
197,travis-scott-bell-melody.mp3,24574,Travis Scott Bell Melody,http://www.looperman.com/media/loops/3009609/looperman-l-3009609-0151556-travis-scott-bell-melody.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Royalty free sample! Comment a link to your work so I can listen to your banger!
Travis Scott type melody loop made in morphine with  the ""Crystal Keys"" preset.
Click My picture to go to my profile:
There you will find information on how to request loops!
"
198,jayjaybb-swindle-synth.mp3,15151,Swindle Synth,http://www.looperman.com/media/loops/789156/looperman-l-0789156-0060440-jayjaybb-swindle-synth.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : enjoy. comments would be nice.
"
199,broken-glass-piano.mp3,21815,Broken Glass Piano,http://www.looperman.com/media/loops/2881565/looperman-l-2881565-0184824-broken-glass-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Show me what you make with it and email me for collabs
"
200,lucid-keys.mp3,24511,Lucid Keys,http://www.looperman.com/media/loops/3005253/looperman-l-3005253-0171201-lucid-keys.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Sad chords. Made in Nexus.
"
201,devodale-dfcg-140bpm-dance-arp.mp3,2796,DFCG 140bpm Dance Arp,http://www.looperman.com/media/loops/134239/looperman-l-0134239-0076757-devodale-dfcg-140bpm-dance-arp.mp3,"140 bpm,Dance Loops,Synth Loops,2.31 MB,wav,Key : D",140,D,"
	Description : Made this on Massive.
Bet youll like this one.
"
202,cruising-through-space-version-2.mp3,23052,Cruising Through Space Version 2,http://www.looperman.com/media/loops/2943574/looperman-l-2943574-0185606-cruising-through-space-version-2.mp3,"140 bpm,Ambient Loops,Pad Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Second Part Of The Melody
"
203,rojo95-lights-remix-vocal-2.mp3,16278,Lights Remix Vocal 2,http://www.looperman.com/media/loops/857244/looperman-l-0857244-0070940-rojo95-lights-remix-vocal-2.mp3,"140 bpm,Dubstep Loops,Vocal Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : A loop from my lights remix
"
204,kid-pad.mp3,25243,Kid Pad,http://www.looperman.com/media/loops/3046433/looperman-l-3046433-0156326-kid-pad.mp3,"140 bpm,Trap Loops,Pad Loops,2.31 MB,wav,Key : B,FL Studio",140,B,"
	Description : Found this back when I was trying to make a Plug Walk Type Beat lmao. Used ElectraX. Unsure about the key.
"
205,140-hip-hop-pad-bts-pack.mp3,5128,140 Hip HOP PAD Bts PACK,http://www.looperman.com/media/loops/219480/looperman-l-0219480-0182366-140-hip-hop-pad-bts-pack.mp3,"140 bpm,Hip Hop Loops,Pad Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Discovering Serum Day 2
"
206,happy-melodic-piano.mp3,21180,Happy Melodic Piano,http://www.looperman.com/media/loops/2851679/looperman-l-2851679-0141338-happy-melodic-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : G",140,G,"
	Description : Drop beats in comments !! Made with Fl Studio 11
"
207,pennywise-dub-reece-bass.mp3,12965,DUB REECE BASS,http://www.looperman.com/media/loops/653077/looperman-l-0653077-0070567-pennywise-dub-reece-bass.mp3,"140 bpm,Dubstep Loops,Bass Loops,2.51 MB,wav,Key : Unknown",140,Unknown,"
	Description : Loop from an old tune i made but never released :) Sounds nice sidechained to a kick aswell so i would recommend that.
"
208,dark-flute-x-bells.mp3,21253,Dark Flute X Bells,http://www.looperman.com/media/loops/2855200/looperman-l-2855200-0167090-dark-flute-x-bells.mp3,"140 bpm,Rap Loops,Flute Loops,2.31 MB,wav,Key : G#,FL Studio",140,G#,"
	Description : Link your beats
"
209,emotional-piano.mp3,19130,Emotional Piano,http://www.looperman.com/media/loops/1055973/looperman-l-1055973-0162618-emotional-piano.mp3,"140 bpm,Hip Hop Loops,Piano Loops,2.31 MB,wav,Key : Em,FL Studio",140,Em,"
	Description : an emotional piano
"
211,saxophone-w-flute.mp3,24607,Saxophone W Flute,http://www.looperman.com/media/loops/3011863/looperman-l-3011863-0175424-saxophone-w-flute.mp3,"140 bpm,Hip Hop Loops,Flute Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Comment if u use it and post a link
"
212,lord-apex-type-piano-part-2.mp3,21722,LORD APEX Type Piano - Part 2,http://www.looperman.com/media/loops/2874620/looperman-l-2874620-0152310-lord-apex-type-piano-part-2.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : MAKE SURE TO DROP THEM LINKS IN THE COMMENT (WITH THE LOOP IN IT OBVIOUSLY)
PART 2
"
213,tory-lanez-shootrs-type-loop.mp3,23735,TORY LANEZ SHOOTRS TYPE LOOP,http://www.looperman.com/media/loops/2973394/looperman-l-2973394-0166377-tory-lanez-shootrs-type-loop.mp3,"140 bpm,Trap Loops,Synth Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Enjoy
Send me linksss
"
214,leather-face.mp3,23185,Leather Face,http://www.looperman.com/media/loops/2952073/looperman-l-2952073-0193623-leather-face.mp3,"140 bpm,Acid Loops,Fx Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : я умираю
"
215,day-dream-lofi-piano-synth.mp3,21061,Day Dream - Lofi Piano Synth,http://www.looperman.com/media/loops/2847139/looperman-l-2847139-0155957-day-dream-lofi-piano-synth.mp3,"140 bpm,Chill Out Loops,Synth Loops,2.31 MB,wav,Key : C,FL Studio",140,C,"
	Description : First loop. hopefully you can do something with it. Made in electra. if a chord is off tell me so I can fix it and make a new version.
"
216,necroshadow-very-sick-bass-wobble-part-2.mp3,17226,Very Sick Bass Wobble Part 2,http://www.looperman.com/media/loops/919754/looperman-l-0919754-0061186-necroshadow-very-sick-bass-wobble-part-2.mp3,"140 bpm,Dubstep Loops,Bass Wobble Loops,3.46 MB,wav,Key : Unknown",140,Unknown,"
	Description : DATWOBBLE!2
"
217,juice-wrld-x-nick-mira-x-iann-dior-piano.mp3,22324,Juice WRLD X Nick Mira X Iann Dior Piano,http://www.looperman.com/media/loops/2910346/looperman-l-2910346-0179193-juice-wrld-x-nick-mira-x-iann-dior-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Piano loop inspired by Juice WRLD, Nick Mira and Iann Dior
Feel free to use.
Please send your work with the loop ,I am pleased when i see the work of others.
Feel free to contact me if you want loop for you.
"
218,chill-melody.mp3,21566,Chill Melody,http://www.looperman.com/media/loops/2870319/looperman-l-2870319-0145943-chill-melody.mp3,"140 bpm,Hip Hop Loops,Bells Loops,2.31 MB,wav,Key : E,FL Studio",140,E,"
	Description : a chill melody for some chill beats
let me know what youve made with this loop
the key is E minor
thx
bye
"
219,deviating-keys-part-1.mp3,21121,Deviating Keys Part 1,http://www.looperman.com/media/loops/2848608/looperman-l-2848608-0179380-deviating-keys-part-1.mp3,"140 bpm,Trap Loops,Bells Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : send me ur stuff
"
220,the-legend-of-zelda-type-melody.mp3,25921,The Legend Of Zelda Melody,http://www.looperman.com/media/loops/3090470/looperman-l-3090470-0177534-the-legend-of-zelda-type-melody.mp3,"140 bpm,Hip Hop Loops,Bells Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Lost Temple - MintySoda
This Zelda melody is very majestic and glowing.
Dark, Ambient, and Mellow tones add that dazzle.
Plenty more on the way.
Enjoy!
"
221,piano-1-half.mp3,21006,Piano 1 Half,http://www.looperman.com/media/loops/2845325/looperman-l-2845325-0158762-piano-1-half.mp3,"140 bpm,Classical Loops,Piano Loops,2.31 MB,wav,Key : Unknown,Ableton Live",140,Unknown,"
	Description : Send me the Song you made with this!
"
222,retribution-guitar-chords.mp3,24958,Retribution Guitar Chords,http://www.looperman.com/media/loops/3030434/looperman-l-3030434-0182117-retribution-guitar-chords.mp3,"140 bpm,Trap Loops,Guitar Acoustic Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : guitar chords 140 bpm
"
223,peliman44-partiality-melodic-chords.mp3,18045,Partiality Melodic Chords,http://www.looperman.com/media/loops/963953/looperman-l-0963953-0105724-peliman44-partiality-melodic-chords.mp3,"140 bpm,Dubstep Loops,Synth Loops,2.31 MB,wav,Key : A",140,A,"
	Description : I dont even know if this is usable stuff but hey experimenting brings wonders
"
224,ksilvatheboss-trippy-synth-pad.mp3,16001,TRIPPY SYNTH PAD,http://www.looperman.com/media/loops/843620/looperman-l-0843620-0065222-ksilvatheboss-trippy-synth-pad.mp3,"140 bpm,Hip Hop Loops,Pad Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : TRIPPY SYNTH PAD  - ENJOY
"
225,happy-trap-piano.mp3,21338,Happy Trap Piano,http://www.looperman.com/media/loops/2858781/looperman-l-2858781-0189505-happy-trap-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : Tags:
NlE Choppa/Blueface/juice Wrld/lil uzi vert/lil baby/gunna/poorstacy/nick mira/nickmira/140
"
226,flowcapn-crystal-horizon-stutter-pad-part-1.mp3,13656,Crystal Horizon Stutter Pad Part 1,http://www.looperman.com/media/loops/691889/looperman-l-0691889-0053264-flowcapn-crystal-horizon-stutter-pad-part-1.mp3,"140 bpm,Hardstyle Loops,Synth Loops,2.31 MB,wav,Key : C",140,C,"
	Description : some stuff that i was gonna use in a song but didnt...have fun with it...could work well in hardstyle or dubstep or pretty much anything...
Written in Cm
"
227,philemonster1-festive-trap-mood.mp3,19223,Festive Trap Mood,http://www.looperman.com/media/loops/1060142/looperman-l-1060142-0108440-philemonster1-festive-trap-mood.mp3,"140 bpm,Trap Loops,Bass Synth Loops,2.31 MB,wav,Key : G",140,G,"
	Description : A bass turned pluck because it was just waaay too ill for its own good.leave work,should you use this for sumn
"
228,travis-scott-piano.mp3,20799,Travis Scott Piano,http://www.looperman.com/media/loops/2837229/looperman-l-2837229-0164253-travis-scott-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown,FL Studio",140,Unknown,"
	Description : (._.)
"
230,travis-scott-piano.mp3,92268,Travis Scott - Piano,http://www.looperman.com/media/loops/2524061/looperman-l-2524061-0133271-travis-scott-piano.mp3,"140 bpm,Trap Loops,Piano Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Is lit.
"
231,l0new0lf-doctor-p-sweet-shop-drop-attempt.mp3,18382,Doctor P Sweet Shop Drop Attempt,http://www.looperman.com/media/loops/1005538/looperman-l-1005538-0084396-l0new0lf-doctor-p-sweet-shop-drop-attempt.mp3,"140 bpm,Dubstep Loops,Bass Synth Loops,3.46 MB,wav,Key : G#",140,G#,"
	Description : I made this in class today for no reason, so sorry if it sucks
"
232,fly-remasp.mp3,23768,FLY-REMASP,http://www.looperman.com/media/loops/2974428/looperman-l-2974428-0182965-fly-remasp.mp3,"140 bpm,Hip Hop Loops,Pad Loops,2.31 MB,wav,Key : Unknown,Logic Pro",140,Unknown,"
	Description : SHOW ME YOUR CREATION PLEASE
"
233,necroshadow-nice-dubstep-wobbles-part-1.mp3,17230,Nice Dubstep Wobbles Part 1,http://www.looperman.com/media/loops/919754/looperman-l-0919754-0061042-necroshadow-nice-dubstep-wobbles-part-1.mp3,"140 bpm,Dubstep Loops,Bass Wobble Loops,2.31 MB,wav,Key : Unknown",140,Unknown,"
	Description : Dubstep wobble loop part 1
"
234,loops.mp3,18289,Loops,http://www.looperman.com/media/loops/997272/looperman-l-0997272-0145912-loops.mp3,"140 bpm,Breakbeat Loops,Synth Loops,2.31 MB,wav,Key : B,FL Studio",140,B,"
	Description : feel free to use this loop on your project
"
235,byngsies-arp-square-baby-rising.mp3,15925,Arp - Square Baby Rising,http://www.looperman.com/media/loops/841698/looperman-l-0841698-0073062-byngsies-arp-square-baby-rising.mp3,"140 bpm,Trance Loops,Synth Loops,2.31 MB,wav,Key : E",140,E,"
	Description : An arp I made in FL Studio years ago, using my old favourite, 3xOsc with a pile of FX on (Flangus, delay, heavy reverb). Msg me for MIDI/FLP/Preset.
"
